wid,txtid,inv_nr,cth_number,lnr,trans,text,text_tags,text_clean,subscr,matlect,num,sign,corr,deleted,added,ras,rasx,gap,note,link,mrp0sel,combined,,,,,,,,,
0,KBo 66.44,,832,1′,,,"<space c=""18""/>",******************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.44,,832,1′,,,<del_fin/>x-an,]x-an,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.44,,832,1′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.44,,832,2′,,,"<space c=""20""/>",********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.44,,832,2′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.44,,832,2′,paršiau~,pár-ši-ia-u,"pár-ši-ia-u<corr c=""?""/>-<del_in/>",pár-ši-ia-u-[,,,,,"u<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.44,,832,3′,,,"<space c=""20""/>",********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
7,KBo 66.44,,832,3′,,,<del_fin/>x-zi-ia-ká<del_in/>n,]x-zi-ia-ká[n,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.44,,832,4′,,,"<space c=""19""/>",*******************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.44,,832,4′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.44,,832,4′,tai,da-a-i,da-a-i<del_in/>,da-a-i[,,,,,,,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' dā-/d- @ nehmen @ 3SG.PRS @ II.2 @ ', 'mrp2': ' t=aye/a- @ stehlen @ 2SG.IMP @ I.7.5 @ ', 'mrp3': ' dai-/te-/ti(ya)- @ setzen @    { a → 3SG.PRS}   { b → 2SG.IMP} @ II.6.1 @ '}",,,,,,,,,
11,KBo 66.44,,832,5′,,,"<space c=""18""/>",******************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.44,,832,5′,,,<del_fin/>x-an,]x-an,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.44,,832,5′,EGIRpa,,<sGr>EGIR</sGr>-pa,EGIR-pa,,,,,,,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' EGIR-pa @ wieder @     {a → ADV}    {b → POSP}    {c → PREV} @  @ '}",,,,,,,,,
14,KBo 66.44,,832,5′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.44,,832,6′,,,"<space c=""21""/>",*********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.44,,832,6′,,,<del_fin/>,],,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.44,,832,6′,tai,da-a-,"da-a-<del_in/>i<corr c=""?""/>",da-a-[i,,,,,"[i<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' dā-/d- @ nehmen @ 3SG.PRS @ II.2 @ ', 'mrp2': ' t=aye/a- @ stehlen @ 2SG.IMP @ I.7.5 @ ', 'mrp3': ' dai-/te-/ti(ya)- @ setzen @    { a → 3SG.PRS}   { b → 2SG.IMP} @ II.6.1 @ '}",,,,,,,,,
18,KBo 66.44,,832,7′,,,"<space c=""30""/>",******************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
19,KBo 66.44,,832,7′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
20,KBo 66.44,,832,7′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
21,KBo 66.44,,832,7′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
22,KBo 66.44,,832,7′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
23,KBo 66.44,,832,7′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
24,KBo 66.44,,832,7′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
25,KBo 66.44,,832,7′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
26,KBo 66.44,,832,7′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 63.197,,832,Vs.? 1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 63.197,,832,Vs.? 1′,,x-an,x-an,x-an,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.197,,832,Vs.? 1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.197,,832,Vs.? 2′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.197,,832,Vs.? 2′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 63.197,,832,Vs.? 2′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
6,KBo 63.197,,832,Vs.? 3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 63.197,,832,Vs.? 3′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 63.197,,832,Vs.? 3′,kulan,ku-u-la-an,ku-u-la-an,ku-u-la-an,,,,,,,,,,,,,  ,"{'mrp1': ' kulan= @ Wendepunkt(?) @    { a → LUW.NOM.SG}   { b → LUW.ACC.SG} @ 30.4.2 @ ', 'mrp2': ' kul=a- @ Kettenglied(?) @    { a → ACC.SG.C}   { b → GEN.PL} @ 1.1 @ ', 'mrp3': ' kul==ā(e)- @ mit Kettengliedern ausstatten(?) @    { a → PTCP.NOM.SG.N}   { b → PTCP.ACC.SG.N}   { c → PTCP.INDCL} @ I.9 @ ', 'mrp4': ' kulan= @ Heer @    { a → LUW.NOM.SG}   { b → LUW.ACC.SG} @ 30.4.2 @ '}",,,,,,,,,
9,KBo 63.197,,832,Vs.? 3′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 63.197,,832,Vs.? 4′,~šikan,,<del_fin/>-ši-kán,]-ši-kán,,,,,,,,,,,,,DEL,{},,,,,,,,,
11,KBo 63.197,,832,Vs.? 4′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
12,KBo 63.197,,832,Vs.? 5′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
13,KBo 63.197,,832,Vs.? 5′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 63.197,,832,Vs.? 5′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
15,KBo 63.197,,832,Vs.? 6″,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
16,KBo 63.197,,832,Vs.? 6″,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.197,,832,Vs.? 6″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
18,KBo 63.197,,832,Rs.? 1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
19,KBo 63.197,,832,Rs.? 1′,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
20,KBo 63.197,,832,Rs.? 1′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
21,KBo 63.197,,832,Rs.? 1′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
22,KBo 63.197,,832,Rs.? 1′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
23,KBo 63.197,,832,Rs.? 1′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
24,KBo 63.197,,832,Rs.? 1′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
25,KBo 63.197,,832,Rs.? 1′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
26,KBo 63.197,,832,Rs.? 1′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
27,KBo 63.197,,832,Rs.? 1′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
28,KBo 63.197,,832,Rs.? 1′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 66.50,,832,r. Kol. 1′,,,"<laes_in/>ta<corr c=""?""/><laes_fin/>x",⸢ta⸣x,,,,,"⸢ta<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.50,,832,r. Kol. 1′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.50,,832,r. Kol. 2′,mân,ma-a-an,ma-a-an<del_in/>,ma-a-an[,,,,,,,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' mân @ wenn @  @ CNJ @ ', 'mrp2': ' mân @ wie @  @ CNJ @ ', 'mrp3': ' mân @ wie @  @ POSP @ '}",,,,,,,,,
3,KBo 66.50,,832,r. Kol. 3′,zin~,zi-i,zi-i<del_in/>n-,zi-i[n-,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.50,,832,r. Kol. 4′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.50,,832,r. Kol. 4′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.50,,832,r. Kol. 4′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
7,KBo 66.50,,832,r. Kol. 4′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.50,,832,r. Kol. 4′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.50,,832,r. Kol. 4′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.50,,832,r. Kol. 4′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 63.222,,832,2,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 63.222,,832,2,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.222,,832,2,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.222,,832,3,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.222,,832,3,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 63.222,,832,3,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
6,KBo 63.222,,832,4,~an,,<del_fin/>-an,]-an,,,,,,,,,,,,,DEL,{},,,,,,,,,
7,KBo 63.222,,832,4,PA-NI,,"<aGr>PA-NI</aGr><corr c=""?""/>",#PA-NI#,,,,,"NI~<corr c=""?""/>",,,,,,,,  ,"{'mrp1': ' PĀNU @ vor @    { a → …:D/L.SG_vor:POSP}   { b → …:D/L.PL_vor:POSP} @  @ ', 'mrp2': ' PĀNU @ Vorderseite @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @  @ '}",,,,,,,,,
8,KBo 63.222,,832,4,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
9,KBo 63.222,,832,5,šaši,š,š<del_fin/>a-a-ši,š]a-a-ši,,,,,,,,,,,,,  ,"{'mrp1': ' šaš=iye/a- @ (u.B.) @ 2SG.IMP @ I.7 @ ', 'mrp2': ' šaš=a- @ Wildziege @ D/L.SG @ 1.1 @ ', 'mrp3': 'š=a- @ (u.B.) @    { a → NOM.COLL.C}   { b → ACC.COLL.C} @ 1.1        += šši @    { R → PPRO.3SG.D/L}   { S → POSS.3SG.D/L.SG} @ PPRO|D|L|D|L @ ', 'mrp4': 'š=a- @ (u.B.) @    { a → VOC.SG}   { b → ALL}   { c → STF} @ 1.1        += šši @    { R → PPRO.3SG.D/L}   { S → POSS.3SG.D/L.SG} @ PPRO|D|L|D|L @ '}",,,,,,,,,
10,KBo 63.222,,832,5,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
11,KBo 63.222,,832,6,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
12,KBo 63.222,,832,6,,x-šu-x,x-šu-x,x-šu-x,,,,,,,,,,,,,DEL,{},,,,,,,,,
13,KBo 63.222,,832,6,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
14,KBo 63.222,,832,7,~ran,,<del_fin/>-ra-an,]-ra-an,,,,,,,,,,,,,DEL,{},,,,,,,,,
15,KBo 63.222,,832,7,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
16,KBo 63.222,,832,8,~aš,,"<del_fin/><d><laes_in/>MEŠ<laes_fin/></d>-a<del_in/>š<corr c=""?""/>",]~⸢MEŠ⸣~-a[š,,,,,"a[š<corr c=""?""/>",,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.222,,832,8,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
18,KBo 63.222,,832,8,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
19,KBo 63.222,,832,8,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
20,KBo 63.222,,832,8,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
21,KBo 63.222,,832,8,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
22,KBo 63.222,,832,8,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
23,KBo 63.222,,832,8,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
24,KBo 63.222,,832,8,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
25,KBo 63.222,,832,8,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 68.220,,832,1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 68.220,,832,1′,tu,,<laes_in/>tu<laes_fin/>,⸢tu⸣,,,,,,,,,,,,,  ,"{'mrp1': ' t=u- @ Tu @    { a → PNm.NOM.SG(UNM)}   { b → PNm.ACC.SG(UNM)}   { c → PNm.GEN.SG(UNM)}   { d → PNm.D/L.SG(UNM)}   { e → PNm.ABL(UNM)}   { f → PNm.INS(UNM)}   { g → PNm.VOC.SG(UNM)} @ 38.4 @ m', 'mrp2': ' tu= @ Tutḫaliya @    { a → PNm.NOM.SG(ABBR)}   { b → PNm.ACC.SG(ABBR)}   { c → PNm.GEN.SG(ABBR)}   { d → PNm.D/L.SG(ABBR)}   { e → PNm.ABL(ABBR)}   { f → PNm.INS(ABBR)}   { g → PNm.VOC.SG(ABBR)} @ 38.5 @ m'}",,,,,,,,,
2,KBo 68.220,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
3,KBo 68.220,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 68.220,,832,2′,~ḫa,-ḫ,-ḫ<del_fin/>a,-ḫ]a,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 68.220,,832,2′,nutta,nu,"nu<corr c=""?""/>-u<del_in/>t-ta<corr c=""?""/>",nu-u[t-ta,,,,,"nu<corr c=""?""/>, ta<corr c=""?""/>",,,,,,,,  ,{'mrp1': ' nu=ta @  @    { a → CONNn=PPRO.2SG.DAT}   { b → CONNn=PPRO.2SG.ACC} @  @ '},,,,,,,,,
6,KBo 68.220,,832,3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 68.220,,832,3′,,x-it,x-it,x-it,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 68.220,,832,3′,,man,"man<corr c=""?""/>-x",man-x,,,,,"man<corr c=""?""/>",,,,,,,,DEL,{},,,,,,,,,
9,KBo 68.220,,832,3′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 68.220,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
11,KBo 68.220,,832,4′,,x,x<d>MEŠ</d>,x~MEŠ~,,,,,,,,,,,,,DEL,{},,,,,,,,,
12,KBo 68.220,,832,4′,~mauamu,-ma-wa-m,-ma-wa-m<del_in/>u,-ma-wa-m[u,,,,,,,,,,,,,DEL,{},,,,,,,,,
13,KBo 68.220,,832,5′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
14,KBo 68.220,,832,5′,eššer,e-eš-še-e,"e-eš-še-e<del_in/>r<corr c=""?""/>",e-eš-še-e[r,,,,,"e[r<corr c=""?""/>",,,,,,,,1,{'mrp1': ' e=šša- @ machen @ 3PL.PST.IMPF @ II.4 @ '},,,,,,,,,
15,KBo 68.220,,832,6′,arḫa,a,"a<del_fin/>r<corr c=""?""/>-ḫa",a]r-ḫa,,,,,"a]r<corr c=""?""/>",,,,,,,,  ,"{'mrp1': ' ar= @ stehen @ 1SG.PRS.MP @ III.1 @ ', 'mrp2': ' arḫa @ weg @  @ ADV @ ', 'mrp3': ' arḫa @ von… weg @  @ POSP @ ', 'mrp4': ' arḫa @ weg- @  @ PREV @ ', 'mrp5': ' arḫ=a- @ Grenze @    { a → NOM.COLL.C}   { b → ACC.COLL.C} @ 1.1 @ ', 'mrp6': ' arḫ=a- @ Grenze @    { a → VOC.SG}   { b → ALL}   { c → STF} @ 1.1 @ '}",,,,,,,,,
16,KBo 68.220,,832,6′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 68.220,,832,6′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
18,KBo 68.220,,832,7′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
19,KBo 68.220,,832,7′,li,,"<laes_in/>li<corr c=""?""/><laes_fin/>",⸢li⸣,,,,,"⸢li<corr c=""?""/>",,,,,,,,???,{},,,,,,,,,
20,KBo 68.220,,832,7′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
21,KBo 68.220,,832,7′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
22,KBo 68.220,,832,7′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
23,KBo 68.220,,832,7′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
24,KBo 68.220,,832,7′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
25,KBo 68.220,,832,7′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
26,KBo 68.220,,832,7′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
27,KBo 68.220,,832,7′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
28,KBo 68.220,,832,7′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
29,KBo 68.220,,832,7′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 66.130,,832,Vs.? 1′,,,"<space c=""31""/>",*******************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.130,,832,Vs.? 1′,ni/in,,"<del_fin/>ni<corr c=""?""/>/i<del_fin/>n",]ni/i]n,,,,,"]ni<corr c=""?""/>",,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.130,,832,Vs.? 2′,,,"<space c=""32""/>",********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.130,,832,Vs.? 2′,~zi,-z,-z<del_fin/>i,-z]i,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.130,,832,Vs.? 3′,,,"<space c=""33""/>",*********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.130,,832,Vs.? 3′,,,<del_fin/>,],,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.130,,832,Vs.? 3′,ḫalzai,ḫal-za-a-i,ḫal-za-a-i,ḫal-za-a-i,,,,,,,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' ḫalz=ai- @ rufen @    { a → 3SG.PRS}   { b → 2SG.IMP} @ II.6 @ '}",,,,,,,,,
7,KBo 66.130,,832,Vs.? 4′,,,"<space c=""33""/>",*********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.130,,832,Vs.? 4′,~uš,,<del_fin/><d>ḪI.A</d>-uš,]~ḪI.A~-uš,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.130,,832,Vs.? 5′,,,"<space c=""33""/>",*********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.130,,832,Vs.? 5′,,,<del_fin/>x-an,]x-an,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.130,,832,Vs.? 6′,,,"<space c=""35""/>",***********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.130,,832,Vs.? 6′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.130,,832,Rs.? 1′,,,"<space c=""49""/>",*************************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.130,,832,Rs.? 1′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.130,,832,Rs.? 2′,,,"<space c=""47""/>",***********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.130,,832,Rs.? 2′,,,"<del_fin/>x-an<corr c=""?""/>-zi",]x-an-zi,,,,,"an<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.130,,832,Rs.? 3′,,,"<space c=""46""/>",**********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
18,KBo 66.130,,832,Rs.? 3′,zi,z,"z<del_fin/>i<corr c=""?""/>",z]i,,,,,"z]i<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' zi= @ Bandwurmfinne(?) @    { a → NOM.SG(ABBR)}   { b → ACC.SG(ABBR)}   { c → NOM.PL(ABBR)}   { d → ACC.PL(ABBR)}   { e → GEN.SG(ABBR)}   { f → GEN.PL(ABBR)}   { g → D/L.SG(ABBR)}   { h → D/L.PL(ABBR)}   { i → ALL(ABBR)}   { j → ABL(ABBR)}   { k → INS(ABBR)}   { l → VOC.SG(ABBR)}   { m → VOC.PL(ABBR)} @ 14.2.3 @ ', 'mrp2': ' z=a- @ Za @ GN.D/L.SG @ 39.2 @ ḪUR.SAG', 'mrp3': ' zi= @ Zip(pa)landa @    { a → GN.NOM.SG(ABBR)}   { b → GN.ACC.SG(ABBR)}   { c → GN.GEN.SG(ABBR)}   { d → GN.D/L.SG(ABBR)}   { e → GN.ALL(ABBR)}   { f → GN.ABL(ABBR)}   { g → GN.INS(ABBR)}   { h → GN.VOC.SG(ABBR)} @ 39.9 @ URU', 'mrp4': ' zi=a- @ Ziya @ GN.D/L.SG @ 39.2 @ ÍD', 'mrp5': ' zi= @ Ziplantawiya @    { a → PNf.NOM.SG(ABBR)}   { b → PNf.ACC.SG(ABBR)}   { c → PNf.GEN.SG(ABBR)}   { d → PNf.D/L.SG(ABBR)}   { e → PNf.ABL(ABBR)}   { f → PNf.INS(ABBR)}   { g → PNf.VOC.SG(ABBR)} @ 37.5 @ f'}",,,,,,,,,
19,KBo 66.130,,832,Rs.? 4″,,,"<space c=""38""/>",**************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
20,KBo 66.130,,832,Rs.? 4″,,,<del_fin/>,],,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
21,KBo 66.130,,832,Rs.? 5″,,,"<space c=""29""/>",*****************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
22,KBo 66.130,,832,Rs.? 5″,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
23,KBo 66.130,,832,Rs.? 5″,,x,x,x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
24,KBo 66.130,,832,Rs.? 5″,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
25,KBo 66.130,,832,Rs.? 5″,,,"<space c=""6""/>",******,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
26,KBo 66.130,,832,Rs.? 5″,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
27,KBo 66.130,,832,Rs.? 5″,,x x,x x,x x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
28,KBo 66.130,,832,Rs.? 6″,,,"<space c=""29""/>",*****************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
29,KBo 66.130,,832,Rs.? 6″,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
30,KBo 66.130,,832,Rs.? 6″,,x x,x x,x x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
